the_geom,cp,nombre,codigoine,jurisdicci,cartodb_id,created_at,updated_at
0101000020E6100000932749D80EACD13F63551CB3273A4440,12578,Cervera del Maestre,12044,12044,162,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A04C38BD6037D63F95AB0AEAA14D4440,12510,San Rafael del R�o,12101,12101,163,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FE0726C250FACBBF77DEC666C7494440,12318,Cinctorres,12045,12045,164,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000003DEF7882F6F2C6BF401F36C6D05B4440,12311,Palanques,12087,12087,165,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000677F61EA7A16C43F13F5F0660A544440,12599,La Pobla de Benifass�,12093,12093,166,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000EAA4BF2515B6B9BF35243BBC1E4F4440,12300,Morella,12080,12080,167,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FEB0E12CFF896ABFF8AC78984A5C4440,12317,Herb�s,12068,12068,168,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000345DA2E44D4AC5BF5E563BDE435D4440,12311,Zorita del Maestrazgo,12141,12141,169,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000E790BA5E3ED5DEBF13B766B119094440,12232,Ara�uel,12013,12013,170,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000018B8D22922C8D2BFBD5CF2AB87254440,12135,Vistabella del Maestrazgo,12139,12139,171,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000005A446C3968D3B0BF1F4D1877CC2D4440,12162,Vilar de Canes,12134,12134,172,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000008B702356E3EDC1BFE507C66291304440,12160,Benasal,12026,12026,173,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000D6BF335F5608B0BF783FDF0A4AF94340,12550,Almazora/Almassora,12009,12009,174,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000AC45765AD2EDDDBF0C1ECD1503F84340,12415,Matet,12076,12076,175,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000002EFA943432B8DFBFCAAD5B7098F64340,12415,Gaibiel,12065,12065,176,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000B4F13FD6BF74DE3F856E0F87AA3C4440,12500,Vinar�s,12138,12138,177,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000009943D5C032BBD63F05C8BA84103B4440,12589,C�lig,12034,12034,178,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000D049D84EDD13C93F17DA139F091C4440,12596,Torreblanca,12117,12117,179,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000BE0962B72F5F9B3F026DDAA8FA1A4440,12181,Benlloch,12029,12029,180,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000806127FFAEEA9F3FF8C50DF601284440,12184,Sarratella,12103,12103,181,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000064C7CC70B5CAD0BF458477841D444440,12318,Portell de Morella,12091,12091,182,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000002094AE155290CC3FCE8C0330144F4440,12511,Rossell,12096,12096,183,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A428A603DB3BA83FEC4171F41F4D4440,12315,Vallibona,12127,12127,184,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000375A54FF93BAD5BF3D1ECF359C514440,12312,Olocau del Rey,12083,12083,185,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000006446D9FBC1B3C9BFD814EA0184564440,12311,Villores,12137,12137,186,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000883AF3D793A4CFBF0154629BC5524440,12312,Todolella,12112,12112,187,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000694C83F830C5A53FCC57397B96544440,12319,Castell de Cabres,12037,12037,188,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000EABDDA6EBA9EC9BFD828F0D28F524440,12310,Forcall,12061,12061,189,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FCCEEC2C849FCCBF20DEA6EE4DE04340,12590,Almenara,12011,12011,190,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000E2F78CB228E1C7BF064A016421E44340,12592,Chilches/Xilxes,12053,12053,191,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000003E0646FF6251DABF8AE98F9A20E74340,12489,Sot de Ferrer,12107,12107,192,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000000FB49FA3948AC2BF254E02B948E74340,12593,Moncofa,12077,12077,193,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000009DA7DA3FB94AD1BF7AC9EBC011EB4340,12609,Alfondeguilla,12007,12007,194,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000005CB5CFAE8ACECDBF71BF1AD73FE94340,12600,La Vall d'Uix�,12126,12126,195,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000049F63AF74C2DDABF020C1A6AB1EF4340,12413,Almed�jar,12010,12010,196,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000BD90B1A11788C9BFD7D189E6F0F64340,12549,Betx�,12021,12021,197,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000009581B639066AD0BF813B4F01F9F14340,12527,Artana,12016,12016,198,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000AE096D0DBA53E2BF47962E9CDFF44340,12450,J�rica,12071,12071,199,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000001A401FFC46B4D6BF13921AE635F54340,12222,Alcudia de Veo,12006,12006,200,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FE87847429DEDEBF07778F22A1FC4340,12449,Pav�as,12088,12088,201,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000215F7A6D7553D9BF8A708C8981FB4340,12224,Villamalur,12131,12131,202,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000D4524F1D7149E6BF35688C26E1014440,12420,Barracas,12020,12020,203,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000027449AC6487CE2BF6D491A2FABF74340,12449,Benafer,12024,12024,204,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000B930D76AD618E3BFEBD5B4D8E6F54340,12460,Viver,12140,12140,205,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000004B77FA2B35FED7BF8B74D03DE0FF4340,12224,Ay�dar,12017,12017,206,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000932D8896C323E2BF92CDDB1A4EF94340,12440,Caudiel,12043,12043,207,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000024709931F425EFBFD11F4A28DACB4340,46350,Chera,46108,46108,208,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000C2635C8A5366D5BF13102BEE3FCB4340,46138,Rafelbu�ol/Rafelbunyol,46207,46207,209,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000940E3AA1C9CFD5BFE24C52381EC84340,46136,Museros,46177,46177,210,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000003C03C016E8D6BF154105781CDF4340,46595,Torres Torres,46245,46245,211,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000CA2A08443C50D1BFD4DFE04C06DD4340,46511,Benifair� de les Valls,46058,46058,212,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FA9A176417ACE0BFD867D8E991E24340,46169,G�tova,46902,46902,213,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000002625B0B165FAE1BF2A9619D270D64340,46163,Marines,46161,46161,214,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000052387824D91D0BFCA1673DDD9DE4340,46514,Benavites,46052,46052,215,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000001F3D52E50F6D0BF51C3A42EE4DC4340,46512,Faura,46122,46122,216,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000B7B82BF3BC79D1BF4F3AA005C3DE4340,46515,Quart de les Valls,46101,46101,217,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000209C10B0A29AF1BF10BF55BC71DA4340,46173,Benag�ber,46050,46050,218,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000077700B3EE477C8BF5EDF8E6C86794340,46727,Real de Gand�a,46211,46211,219,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000040650AA50135F1BFB8C09B8F80984340,46624,Jalance,46142,46142,220,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000F78B9B6EC2BDE8BF60B5E980659E4340,46198,Millares,46167,46167,221,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000041485ABAA2B4DEBF3C9A3F79EE974340,46610,Guadassuar,46139,46139,222,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000007677F4C901C5D8BF47EB5441E9994340,46687,Albalat de la Ribera,46008,46008,223,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000E6323E1B85A0DBBFA395565BA8984340,46680,Algemes�,46029,46029,224,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000083D51E82BA12DEBF0B9F124FA5A14340,46230,Alginet,46031,46031,225,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000AF1FE39BE5CCE0BF06C553AE299D4340,46240,Carlet,46085,46085,226,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000154B0C637107F1BFA93C6487349D4340,46625,Cofrentes,46097,46097,227,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000007D3758C23E3FE2BF78FDEC9E25A34340,46196,Catadau,46093,46093,228,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000C9F5D130E4DBD3BF479EAF01EC994340,46410,Sueca,46235,46235,229,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000940F78C59D9EDDBF423E19951CBF4340,46940,Manises,46159,46159,230,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A65D9DBC3C75DCBF8C86612EB6BD4340,46930,Quart de Poblet,46102,46102,231,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FF1B7D97B361DABF3EEA5A7B1FC14340,46100,Burjassot,46078,46078,232,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000051A188BA8596D8BF1883D810A3C54340,46115,Alfara del Patriarca,46025,46025,233,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000B128A04BF7BDD7BF1056628FBBC44340,46114,Vinalesa,46260,46260,234,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000084C0120F35B1D6BFA12D5EB7BCC44340,46134,Foios,46126,46126,235,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000006F49E3566876F4BF5C3C00CA99C74340,46315,Caudete de las Fuentes,46095,46095,236,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000DD4141FDAD3DC8BFF2C3FECEA2764340,46722,Benifl�,46061,46061,237,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000001F11D00AADD3C7BFAD3BDC7586774340,46722,Beniarj�,46055,46055,238,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000552EC4C10030DFBFF83D37CBF3784340,46839,Bell�s,46049,46049,239,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000096A459F90993E1BF75C2B70DE8744340,46850,L'Olleria,46183,46183,240,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000488E353D942EC7BF974E18CEB9784340,46723,Almoines,46034,46034,241,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000F0C5BF103CA3D5BFE3663045C47D4340,46838,Pinet,46196,46196,242,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000F306AD3345D0E1BFF4486EF8807F4340,46818,La Granja de la Costera,46137,46137,243,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000F5B4C3F5D3F7DDBF5C24A1D8697E4340,46894,Genov�s,46132,46132,244,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000035D18F05720E2BFD31AC86FD3884340,46294,C�rcer,46084,46084,245,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000007B57A4C4A66DE0BF78166959FC894340,46270,Villanueva de Castell�n,46257,46257,246,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000007B40CB7FD477E1BF260B4A00A18B4340,46267,Gavarda,46130,46130,247,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000000685138967BDE0BF82152B2056924340,46292,Massalav�s,46162,46162,248,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000E9511618B230F1BF5B98B15DEA914340,46623,Jarafuel,46144,46144,249,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000004D7BD9E8411ED4BF59D745F175974340,46418,Fortaleny,46125,46125,250,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000099E8BCA3CACE7BF49FAD9FA308F4340,46824,Quesa,46206,46206,251,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000CC6569E7FD2FE9BFB808CD50D9904340,46825,Bicorp,46071,46071,252,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000094A48DD65FB2DBBF812532AB82934340,46600,Alzira,46017,46017,253,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000001E677F4C8D77D5BFD31B3A2B22994340,46417,Riola,46215,46215,254,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000005DEB92844FD7D8BF2D8CD8ACC3B54340,46910,Alfafar,46022,46022,255,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000ED9C0E9ED617D0BFA7F58FA5F0764340,46725,Alfauir,46023,46023,256,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FC052C896580DEBF88B1322FE88A4340,46670,La Pobla Llarga,46203,46203,257,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000064F384605C87DFBFEE42FA5691864340,46660,Manuel,46160,46160,258,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000065F15A36FC68D3BFBB87E671F9864340,46791,Benifair� de la Valldigna,46059,46059,259,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FF2757695C38DFBFEF40AE1E41894340,46669,Sant Joanet,46222,46222,260,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000058C01301955AE0BF96C0B55606884340,46669,Senyera,46227,46227,261,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000C8F55584D285E1BFEA408C487E874340,46293,Beneixida,46053,46053,262,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000C56B3B1AC025E0BFEDD93DAB17994340,46250,L'Alc�dia,46019,46019,263,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000DF0AA8F4F7DAE0BF0C657C204A9B4340,46291,Benimodo,46063,46063,264,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000C69DAA0BA341DBBF1ECB41129DA44340,46450,Benifai�,46060,46060,265,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000C3B01161785EDDBF5D762A284EBA4340,46970,Alaqu�s,46005,46005,266,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FE9FAB6409E7DABFA662F778FCBC4340,46920,Mislata,46169,46169,267,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000007BFB4CE1526FDBBF517FD67B71BB4340,46950,Xirivella,46110,46110,268,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000082CDBC702FB9F5BFC304F67FFEBD4340,46310,Venta del Moro,46254,46254,269,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000867368256AF4D7BF31D99F0836BC4340,46002,Valencia,46250,46250,270,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000005C9D95A749A3DABFA0084D0EBBC24340,46110,Godella,46135,46135,271,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000079AD911BEC6FDCBF7AAD6206C7C04340,46980,Paterna,46190,46190,272,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000506ED42D17E0D4BF8151BFD5B2C54340,46550,Albuixech,46014,46014,273,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000049BA230DF5ADEBF621D15BFD26D4340,46868,B�lgida,46047,46047,274,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000007237038C5554D9BF47336307BEC54340,46113,Moncada,46171,46171,275,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A066AF20333AE7BF14EBDB9B5ACD4340,46164,Pedralba,46191,46191,276,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000DBFE4B233541E6BF70AD8600DF8C4340,46823,Navarr�s,46179,46179,277,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000E9747F0ECDD9E2BFF4ADB1A319CC4340,46180,Benaguasil,46051,46051,278,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000081C35EC5070CF7BF93CB362C8FC44340,46317,Villargordo del Cabriel,46259,46259,279,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000061DDBAF42FEAC1BFFA624005BF794340,46711,Miramar,46168,46168,280,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000CEE7F1E6200FD1BFE4CC660E53894340,46760,Tavernes de la Valldigna,46238,46238,281,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A5CB1708BCEDE2BFC01FBDCA478A4340,46266,Antella,46040,46040,282,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000BABEB30C442EE4BFFA0129CE748C4340,46295,Sumac�rcer,46236,46236,283,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000CC133203FCBCDEBFC321116DB3754340,46839,Sempere,46226,46226,284,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A62CE838F631DFBF0D76773444764340,46839,Guadass�quies,46138,46138,285,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A27F70B7F9F5E1BF895513A5BE884340,46293,Alc�ntera de X�quer,46016,46016,286,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000003BB29E436C66E2BFAFC6CBAB6FCE4340,46181,Benisan�,46067,46067,287,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A8A641E9F8C6E8BFC6128F48F7CD4340,46165,Bugarra,46076,46076,288,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000877359B24DB3EABF9793672757CD4340,46166,Gestalgar,46133,46133,289,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000F8A0D61A8C89ECBFB3CDAE56E4D34340,46167,Chulilla,46112,46112,290,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000016CDC362CFD6EBBF4E9C862BEFD84340,46168,Losa del Obispo,46149,46149,291,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FF1F6087F66CD8BF41ED4483316D4340,46843,Salem,46221,46221,292,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000BF1063489E47DABF9BF8767D74AE4340,46460,Silla,46230,46230,293,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000B468FECDDB62DCBF6AEFA7CA2CAF4340,46290,Alc�sser,46015,46015,294,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000001EDA7F321B8DDDBF44465CF754AE4340,46220,Picassent,46194,46194,295,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000002DC47BF7E64FE3BFC735C669B9AD4340,46192,Montserrat,46172,46172,296,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000085354EEA48C1E6BFE389D7D515B24340,46389,Tur�s,46248,46248,297,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000047A27FAD4DCDE8BF26F671506EB24340,46369,Alborache,46012,46012,298,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000019F96AFE03A4DDBFED11A4D07BBB4340,46960,Aldaia,46021,46021,299,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FB238CCFA3A0E3BF38583C0BC2614340,46880,Bocairent,46072,46072,300,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000009E476F5AE81AE9BF187D26B52E644340,46635,Fontanars dels Alforins,46124,46124,301,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000337F86D677F0E0BFB5520F3F746A4340,46869,Benissoda,46068,46068,302,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000027A65E44F19FDFBFA75BEF3386714340,46892,Montaverner,46173,46173,303,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000662C78061AAECABF9BF69D5558714340,46720,Villalonga,46255,46255,304,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000009286B5ADCE02D6BFA3539C16DE704340,46842,Aielo de Rugat,46043,46043,305,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000065E2D3132670D8BF40DEDC7AD16F4340,46841,Castell� de Rugat,46090,46090,306,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000001CEC52C87DCDD0BFCF94328029754340,46726,Castellonet de la Conquesta,46091,46091,307,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000008D7AA0A4B7C3BF4F4A04AAD6774340,46715,L'Alqueria de la Comtessa,46037,46037,308,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A95BC6C0D5A5C3BF9B52C8E783784340,46714,Palmera,46188,46188,309,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000C9A764D44FF8C0BF567E065776784340,46712,Piles,46195,46195,310,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000069ED223D5D81D0BF412369AF5B774340,46725,R�tova,46218,46218,311,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000ECBCD74FF788CEBF40801555427A4340,46728,Palma de Gand�a,46187,46187,312,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000BBB4235904D5C4BFBFB576461E794340,46713,Bellreguard,46048,46048,313,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000023E44E7F04A2C8BF61E923C80F7B4340,46703,Benirredr�,46066,46066,314,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000006B68F9BBAB3BC3BF01914C4C057C4340,46710,Daim�s,46113,46113,315,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000005D983A3AB9F1C2BFBE2D4626057B4340,46711,Guardamar de la Safor,46140,46140,316,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000C2BEF85020F6E2BF71D0D494857C4340,46690,L'Alc�dia de Crespins,46020,46020,317,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000A3025FAD7EC0E4BFB250EEF34A794340,46692,Montesa,46174,46174,318,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000050CE69E1A458E2BFC7B1D0E7397E4340,46813,Cerd�,46096,46096,319,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000591372AB308BE1BF1B930F2F497D4340,46819,Novel�/Novetl�,46180,46180,320,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E61000001447EA0CF7BAE2BF1467BE6F3A7B4340,46650,Canals,46081,46081,321,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E610000026D7FAD65C4AE2BF12A294B6857E4340,46814,Torrella,46243,46243,322,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000F25829D19BCFE1BF8D2390A91C7E4340,46818,Vall�s,46253,46253,323,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000FE7198F0E9A7E3BF0F151C5E10824340,46817,Estubeny,46121,46121,324,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
0101000020E6100000F838993026BAC7BFF83CB3F7497B4340,46702,Gandia,46131,46131,325,2014-08-29 16:50:01.111079+00,2014-08-29 16:50:01.111079+00
